title,year,avgRating,votes,directorName,writeName,runtime,genre
The Lego Movie,2014,7.8,283732,Christopher Miller,William Moulton Marston,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,William Moulton Marston,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,James L. Brooks,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,James L. Brooks,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Harry G. Peter,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Harry G. Peter,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Matt Groening,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Matt Groening,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Christopher Miller,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Christopher Miller,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Jerry Siegel,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Jerry Siegel,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Sam Simon,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Sam Simon,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Joe Shuster,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Joe Shuster,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Lawrence Kasdan,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Lawrence Kasdan,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Jens Nygaard Knudsen,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Jens Nygaard Knudsen,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Kevin Eastman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Kevin Eastman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,George Lucas,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,George Lucas,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Kevin Hageman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Kevin Hageman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Bob Kane,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Bob Kane,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,John Broome,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,John Broome,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Gil Kane,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Gil Kane,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,J.K. Rowling,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,J.K. Rowling,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Phil Lord,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Phil Lord,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Dan Hageman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Dan Hageman,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Carmine Infantino,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Carmine Infantino,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Robert Kanigher,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Robert Kanigher,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Ole Kirk Christiansen,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Ole Kirk Christiansen,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Tatsuo Yoshida,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Tatsuo Yoshida,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Bill Lawrence,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Bill Lawrence,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Bill Finger,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Bill Finger,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Leigh Brackett,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Leigh Brackett,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Christopher Miller,Peter Laird,100,"Action,Adventure,Animation"
The Lego Movie,2014,7.8,283732,Phil Lord,Peter Laird,100,"Action,Adventure,Animation"
How to Train Your Dragon 2,2014,7.8,252044,Dean DeBlois,Dean DeBlois,102,"Action,Adventure,Animation"
How to Train Your Dragon 2,2014,7.8,252044,Dean DeBlois,Cressida Cowell,102,"Action,Adventure,Animation"
When Marnie Was There,2014,7.8,21052,Hiromasa Yonebayashi,Masashi Ando,103,"Animation,Drama,Family"
When Marnie Was There,2014,7.8,21052,Hiromasa Yonebayashi,Hiromasa Yonebayashi,103,"Animation,Drama,Family"
When Marnie Was There,2014,7.8,21052,Hiromasa Yonebayashi,Keiko Niwa,103,"Animation,Drama,Family"
When Marnie Was There,2014,7.8,21052,Hiromasa Yonebayashi,Joan G. Robinson,103,"Animation,Drama,Family"
When Marnie Was There,2014,7.8,21052,Hiromasa Yonebayashi,David Freedman,103,"Animation,Drama,Family"
Kingsman: The Secret Service,2014,7.7,503432,Matthew Vaughn,Mark Millar,129,"Action,Adventure,Comedy"
Kingsman: The Secret Service,2014,7.7,503432,Matthew Vaughn,Jane Goldman,129,"Action,Adventure,Comedy"
Kingsman: The Secret Service,2014,7.7,503432,Matthew Vaughn,Matthew Vaughn,129,"Action,Adventure,Comedy"
Kingsman: The Secret Service,2014,7.7,503432,Matthew Vaughn,Dave Gibbons,129,"Action,Adventure,Comedy"
Fed Up,2014,7.7,10009,Stephanie Soechtig,Stephanie Soechtig,92,Documentary
Fed Up,2014,7.7,10009,Stephanie Soechtig,Mark Monroe,92,Documentary
Ex Machina,2014,7.7,382566,Alex Garland,Alex Garland,108,"Drama,Mystery,Sci-Fi"
The Theory of Everything,2014,7.7,329996,James Marsh,Jane Hawking,123,"Biography,Drama,Romance"
The Theory of Everything,2014,7.7,329996,James Marsh,Anthony McCarten,123,"Biography,Drama,Romance"
Coming Soon,2014,7.7,25369,Cem Yilmaz,Cem Yilmaz,134,Comedy
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,478441,Alejandro G. Iñárritu,Armando Bo,119,"Comedy,Drama"
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,478441,Alejandro G. Iñárritu,Alexander Dinelaris,119,"Comedy,Drama"
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,478441,Alejandro G. Iñárritu,Alejandro G. Iñárritu,119,"Comedy,Drama"
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,478441,Alejandro G. Iñárritu,Raymond Carver,119,"Comedy,Drama"
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,478441,Alejandro G. Iñárritu,Nicolás Giacobone,119,"Comedy,Drama"
Dawn of the Planet of the Apes,2014,7.6,370431,Matt Reeves,Rick Jaffa,130,"Action,Adventure,Drama"
Dawn of the Planet of the Apes,2014,7.6,370431,Matt Reeves,Amanda Silver,130,"Action,Adventure,Drama"
Dawn of the Planet of the Apes,2014,7.6,370431,Matt Reeves,Pierre Boulle,130,"Action,Adventure,Drama"
Dawn of the Planet of the Apes,2014,7.6,370431,Matt Reeves,Mark Bomback,130,"Action,Adventure,Drama"
Who Am I,2014,7.6,35039,Baran bo Odar,Jantje Friese,102,"Crime,Drama,Mystery"
Who Am I,2014,7.6,35039,Baran bo Odar,Baran bo Odar,102,"Crime,Drama,Mystery"
What We Do in the Shadows,2014,7.6,105003,Taika Waititi,Taika Waititi,86,"Comedy,Horror"
What We Do in the Shadows,2014,7.6,105003,Jemaine Clement,Taika Waititi,86,"Comedy,Horror"
What We Do in the Shadows,2014,7.6,105003,Taika Waititi,Jemaine Clement,86,"Comedy,Horror"
What We Do in the Shadows,2014,7.6,105003,Jemaine Clement,Jemaine Clement,86,"Comedy,Horror"
Highway,2014,7.6,21197,Imtiaz Ali,Imtiaz Ali,133,"Adventure,Crime,Drama"
Leviathan,2014,7.6,39656,Andrey Zvyagintsev,Oleg Negin,140,"Crime,Drama"
Leviathan,2014,7.6,39656,Andrey Zvyagintsev,Andrey Zvyagintsev,140,"Crime,Drama"
Fury,2014,7.6,355857,David Ayer,David Ayer,134,"Action,Drama,War"
Selma,2014,7.5,73150,Ava DuVernay,Paul Webb,128,"Biography,Drama,History"
Predestination,2014,7.5,207873,Michael Spierig,Michael Spierig,97,"Drama,Mystery,Sci-Fi"
Predestination,2014,7.5,207873,Peter Spierig,Michael Spierig,97,"Drama,Mystery,Sci-Fi"
Predestination,2014,7.5,207873,Michael Spierig,Robert A. Heinlein,97,"Drama,Mystery,Sci-Fi"
Predestination,2014,7.5,207873,Peter Spierig,Robert A. Heinlein,97,"Drama,Mystery,Sci-Fi"
Predestination,2014,7.5,207873,Michael Spierig,Peter Spierig,97,"Drama,Mystery,Sci-Fi"
Predestination,2014,7.5,207873,Peter Spierig,Peter Spierig,97,"Drama,Mystery,Sci-Fi"
Rudderless,2014,7.5,15433,William H. Macy,Casey Twenter,105,"Comedy,Drama,Music"
Rudderless,2014,7.5,15433,William H. Macy,William H. Macy,105,"Comedy,Drama,Music"
Rudderless,2014,7.5,15433,William H. Macy,Jeff Robison,105,"Comedy,Drama,Music"
Still Alice,2014,7.5,108280,Richard Glatzer,Richard Glatzer,101,Drama
Still Alice,2014,7.5,108280,Wash Westmoreland,Richard Glatzer,101,Drama
Still Alice,2014,7.5,108280,Richard Glatzer,Lisa Genova,101,Drama
Still Alice,2014,7.5,108280,Wash Westmoreland,Lisa Genova,101,Drama
Still Alice,2014,7.5,108280,Richard Glatzer,Wash Westmoreland,101,Drama
Still Alice,2014,7.5,108280,Wash Westmoreland,Wash Westmoreland,101,Drama
I Origins,2014,7.4,96140,Mike Cahill,Mike Cahill,106,"Drama,Romance,Sci-Fi"
"Two Days, One Night",2014,7.4,38833,Luc Dardenne,Luc Dardenne,95,Drama
"Two Days, One Night",2014,7.4,38833,Jean-Pierre Dardenne,Luc Dardenne,95,Drama
"Two Days, One Night",2014,7.4,38833,Luc Dardenne,Jean-Pierre Dardenne,95,Drama
"Two Days, One Night",2014,7.4,38833,Jean-Pierre Dardenne,Jean-Pierre Dardenne,95,Drama
Holiday,2014,7.4,20851,A.R. Murugadoss,A.R. Murugadoss,160,"Action,Crime,Thriller"
The Good Lie,2014,7.4,23700,Philippe Falardeau,Margaret Nagle,110,"Biography,Drama"
You're Not You,2014,7.4,20292,George C. Wolfe,Michelle Wildgen,102,Drama
You're Not You,2014,7.4,20292,George C. Wolfe,Jordan Roberts,102,Drama
You're Not You,2014,7.4,20292,George C. Wolfe,Shana Feste,102,Drama
The Hobbit: The Battle of the Five Armies,2014,7.4,411520,Peter Jackson,J.R.R. Tolkien,144,"Adventure,Fantasy"
The Hobbit: The Battle of the Five Armies,2014,7.4,411520,Peter Jackson,Fran Walsh,144,"Adventure,Fantasy"
The Hobbit: The Battle of the Five Armies,2014,7.4,411520,Peter Jackson,Guillermo del Toro,144,"Adventure,Fantasy"
The Hobbit: The Battle of the Five Armies,2014,7.4,411520,Peter Jackson,Peter Jackson,144,"Adventure,Fantasy"
The Hobbit: The Battle of the Five Armies,2014,7.4,411520,Peter Jackson,Philippa Boyens,144,"Adventure,Fantasy"
The Judge,2014,7.4,154755,David Dobkin,Nick Schenk,141,"Crime,Drama"
The Judge,2014,7.4,154755,David Dobkin,Bill Dubuque,141,"Crime,Drama"
The Judge,2014,7.4,154755,David Dobkin,David Dobkin,141,"Crime,Drama"
Calvary,2014,7.4,49391,John Michael McDonagh,John Michael McDonagh,102,Drama
Love & Mercy,2014,7.4,30032,Bill Pohlad,Brian Wilson,121,"Biography,Drama,Music"
Love & Mercy,2014,7.4,30032,Bill Pohlad,Oren Moverman,121,"Biography,Drama,Music"
Love & Mercy,2014,7.4,30032,Bill Pohlad,Michael A. Lerner,121,"Biography,Drama,Music"
American Sniper,2014,7.3,376858,Clint Eastwood,Scott McEwen,133,"Action,Biography,Drama"
American Sniper,2014,7.3,376858,Clint Eastwood,Chris Kyle,133,"Action,Biography,Drama"
American Sniper,2014,7.3,376858,Clint Eastwood,Jim DeFelice,133,"Action,Biography,Drama"
American Sniper,2014,7.3,376858,Clint Eastwood,Jason Hall,133,"Action,Biography,Drama"
Phoenix,2014,7.3,13279,Christian Petzold,Hubert Monteilhet,98,"Drama,History,Music"
Phoenix,2014,7.3,13279,Christian Petzold,Christian Petzold,98,"Drama,History,Music"
Phoenix,2014,7.3,13279,Christian Petzold,Harun Farocki,98,"Drama,History,Music"
Force Majeure,2014,7.3,38125,Ruben Östlund,Ruben Östlund,120,"Comedy,Drama"
John Wick,2014,7.3,381601,David Leitch,Derek Kolstad,101,"Action,Crime,Thriller"
John Wick,2014,7.3,381601,Chad Stahelski,Derek Kolstad,101,"Action,Crime,Thriller"
Testament of Youth,2014,7.3,20725,James Kent,Juliette Towhidi,129,"Biography,Drama,History"
Testament of Youth,2014,7.3,20725,James Kent,Vera Brittain,129,"Biography,Drama,History"
St. Vincent,2014,7.3,85230,Theodore Melfi,Theodore Melfi,102,"Comedy,Drama"
The Book of Life,2014,7.3,55734,Jorge R. Gutiérrez,Jorge R. Gutiérrez,95,"Adventure,Animation,Comedy"
The Book of Life,2014,7.3,55734,Jorge R. Gutiérrez,Doug Langdale,95,"Adventure,Animation,Comedy"
La Famille Bélier,2014,7.3,20033,Eric Lartigau,Victoria Bedos,106,"Comedy,Drama,Music"
La Famille Bélier,2014,7.3,20033,Eric Lartigau,Thomas Bidegain,106,"Comedy,Drama,Music"
La Famille Bélier,2014,7.3,20033,Eric Lartigau,Eric Lartigau,106,"Comedy,Drama,Music"
La Famille Bélier,2014,7.3,20033,Eric Lartigau,Stanislas Carré de Malberg,106,"Comedy,Drama,Music"
The Hundred-Foot Journey,2014,7.3,64026,Lasse Hallström,Steven Knight,122,"Comedy,Drama"
The Hundred-Foot Journey,2014,7.3,64026,Lasse Hallström,Richard C. Morais,122,"Comedy,Drama"
Chef,2014,7.3,162664,Jon Favreau,Jon Favreau,114,"Adventure,Comedy,Drama"
Marshland,2014,7.3,22954,Alberto Rodríguez,Rafael Cobos,105,"Crime,Thriller"
Marshland,2014,7.3,22954,Alberto Rodríguez,Alberto Rodríguez,105,"Crime,Thriller"
Trash,2014,7.2,17602,Stephen Daldry,Richard Curtis,114,"Adventure,Crime,Drama"
Trash,2014,7.2,17602,Christian Duurvoort,Richard Curtis,114,"Adventure,Crime,Drama"
Trash,2014,7.2,17602,Stephen Daldry,Felipe Braga,114,"Adventure,Crime,Drama"
Trash,2014,7.2,17602,Christian Duurvoort,Felipe Braga,114,"Adventure,Crime,Drama"
Trash,2014,7.2,17602,Stephen Daldry,Andy Mulligan,114,"Adventure,Crime,Drama"
Trash,2014,7.2,17602,Christian Duurvoort,Andy Mulligan,114,"Adventure,Crime,Drama"
A Brilliant Young Mind,2014,7.2,23732,Morgan Matthews,James Graham,111,"Drama,Romance"
Unbroken,2014,7.2,122783,Angelina Jolie,Joel Coen,137,"Biography,Drama,Sport"
Unbroken,2014,7.2,122783,Angelina Jolie,Richard LaGravenese,137,"Biography,Drama,Sport"
Unbroken,2014,7.2,122783,Angelina Jolie,William Nicholson,137,"Biography,Drama,Sport"
Unbroken,2014,7.2,122783,Angelina Jolie,Laura Hillenbrand,137,"Biography,Drama,Sport"
Unbroken,2014,7.2,122783,Angelina Jolie,Ethan Coen,137,"Biography,Drama,Sport"
'71,2014,7.2,42976,Yann Demange,Gregory Burke,99,"Action,Drama,Thriller"
Paddington,2014,7.2,70841,Paul King,Paul King,95,"Adventure,Animation,Comedy"
Paddington,2014,7.2,70841,Paul King,Hamish McColl,95,"Adventure,Animation,Comedy"
Paddington,2014,7.2,70841,Paul King,Michael Bond,95,"Adventure,Animation,Comedy"
Timbuktu,2014,7.2,13665,Abderrahmane Sissako,Abderrahmane Sissako,97,Drama
Timbuktu,2014,7.2,13665,Abderrahmane Sissako,Kessen Tall,97,Drama
The Equalizer,2014,7.2,263514,Antoine Fuqua,Michael Sloan,132,"Action,Crime,Thriller"
The Equalizer,2014,7.2,263514,Antoine Fuqua,Richard Wenk,132,"Action,Crime,Thriller"
The Equalizer,2014,7.2,263514,Antoine Fuqua,Richard Lindheim,132,"Action,Crime,Thriller"
In Order of Disappearance,2014,7.2,16874,Hans Petter Moland,Kim Fupz Aakeson,116,"Comedy,Crime,Thriller"
Copenhagen,2014,7.2,10592,Mark Raso,Mark Raso,98,"Adventure,Drama,Romance"
"Love, Rosie",2014,7.2,91161,Christian Ditter,Juliette Towhidi,102,"Comedy,Romance"
"Love, Rosie",2014,7.2,91161,Christian Ditter,Cecelia Ahern,102,"Comedy,Romance"
The Absent One,2014,7.1,13071,Mikkel Nørgaard,Rasmus Heisterberg,119,"Crime,Mystery,Thriller"
The Absent One,2014,7.1,13071,Mikkel Nørgaard,Nikolaj Arcel,119,"Crime,Mystery,Thriller"
The Absent One,2014,7.1,13071,Mikkel Nørgaard,Mikkel Nørgaard,119,"Crime,Mystery,Thriller"
The Absent One,2014,7.1,13071,Mikkel Nørgaard,Jussi Adler-Olsen,119,"Crime,Mystery,Thriller"
The Road Within,2014,7.1,11758,Gren Wells,Florian David Fitz,100,"Comedy,Drama"
The Road Within,2014,7.1,11758,Gren Wells,Gren Wells,100,"Comedy,Drama"
The Drop,2014,7.1,124370,Michaël R. Roskam,Dennis Lehane,106,"Crime,Drama"
In Your Eyes,2014,7.1,27394,Brin Hill,Joss Whedon,106,"Fantasy,Romance"
99 Homes,2014,7.1,24323,Ramin Bahrani,Amir Naderi,112,Drama
99 Homes,2014,7.1,24323,Ramin Bahrani,Ramin Bahrani,112,Drama
99 Homes,2014,7.1,24323,Ramin Bahrani,Bahareh Azimi,112,Drama
99 Homes,2014,7.1,24323,Ramin Bahrani,Adam Leitman Bailey,112,Drama
The Little Death,2014,7.1,22306,Josh Lawson,Josh Lawson,96,"Comedy,Drama,Romance"
The One I Love,2014,7.1,28777,Charlie McDowell,Justin Lader,91,"Drama,Fantasy,Romance"
The Water Diviner,2014,7.1,63322,Russell Crowe,Andrew Anastasios,111,"Drama,History,War"
The Water Diviner,2014,7.1,63322,Russell Crowe,Andrew Knight,111,"Drama,History,War"
Wild,2014,7.1,103553,Jean-Marc Vallée,Nick Hornby,115,"Adventure,Biography,Drama"
Wild,2014,7.1,103553,Jean-Marc Vallée,Cheryl Strayed,115,"Adventure,Biography,Drama"
5 to 7,2014,7.1,14703,Victor Levin,Victor Levin,95,"Comedy,Drama,Romance"
Infinitely Polar Bear,2014,7.0,13057,Maya Forbes,Maya Forbes,90,"Comedy,Drama,Romance"
A Girl Walks Home Alone at Night,2014,7.0,24191,Ana Lily Amirpour,Ana Lily Amirpour,101,"Drama,Horror"
Hector and the Search for Happiness,2014,7.0,39228,Peter Chelsom,Tinker Lindsay,120,"Adventure,Comedy,Drama"
Hector and the Search for Happiness,2014,7.0,39228,Peter Chelsom,Peter Chelsom,120,"Adventure,Comedy,Drama"
Hector and the Search for Happiness,2014,7.0,39228,Peter Chelsom,Maria von Heland,120,"Adventure,Comedy,Drama"
Hector and the Search for Happiness,2014,7.0,39228,Peter Chelsom,François Lelord,120,"Adventure,Comedy,Drama"
A Pigeon Sat on a Branch Reflecting on Existence,2014,7.0,13013,Roy Andersson,Roy Andersson,101,"Comedy,Drama,Fantasy"
Maleficent,2014,7.0,285563,Robert Stromberg,Bill Peet,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Ralph Wright,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Milt Banta,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Ted Sears,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Linda Woolverton,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Erdman Penner,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Joe Rinaldi,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Charles Perrault,97,"Action,Adventure,Family"
Maleficent,2014,7.0,285563,Robert Stromberg,Winston Hibler,97,"Action,Adventure,Family"
Pawn Sacrifice,2014,7.0,31577,Edward Zwick,Christopher Wilkinson,115,"Biography,Drama,Sport"
Pawn Sacrifice,2014,7.0,31577,Edward Zwick,Steven Knight,115,"Biography,Drama,Sport"
Pawn Sacrifice,2014,7.0,31577,Edward Zwick,Stephen J. Rivele,115,"Biography,Drama,Sport"
Foxcatcher,2014,7.0,120655,Bennett Miller,Dan Futterman,134,"Biography,Drama,Sport"
Foxcatcher,2014,7.0,120655,Bennett Miller,E. Max Frye,134,"Biography,Drama,Sport"
22 Jump Street,2014,7.0,299806,Christopher Miller,Jonah Hill,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Jonah Hill,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Christopher Miller,Oren Uziel,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Oren Uziel,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Christopher Miller,Rodney Rothman,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Rodney Rothman,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Christopher Miller,Stephen J. Cannell,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Stephen J. Cannell,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Christopher Miller,Patrick Hasburgh,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Patrick Hasburgh,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Christopher Miller,Michael Bacall,112,"Action,Comedy,Crime"
22 Jump Street,2014,7.0,299806,Phil Lord,Michael Bacall,112,"Action,Comedy,Crime"
Non-Stop,2014,7.0,223065,Jaume Collet-Serra,Christopher Roach,106,"Action,Mystery,Thriller"
Non-Stop,2014,7.0,223065,Jaume Collet-Serra,Ryan Engle,106,"Action,Mystery,Thriller"
Non-Stop,2014,7.0,223065,Jaume Collet-Serra,John W. Richardson,106,"Action,Mystery,Thriller"
Kill the Messenger,2014,7.0,38184,Michael Cuesta,Peter Landesman,112,"Biography,Crime,Drama"
Kill the Messenger,2014,7.0,38184,Michael Cuesta,Gary Webb,112,"Biography,Crime,Drama"
Kill the Messenger,2014,7.0,38184,Michael Cuesta,Nick Schou,112,"Biography,Crime,Drama"
Serial (Bad) Weddings,2014,7.0,30586,Philippe de Chauveron,Guy Laurent,97,Comedy
Serial (Bad) Weddings,2014,7.0,30586,Philippe de Chauveron,Philippe de Chauveron,97,Comedy
Big Eyes,2014,7.0,70693,Tim Burton,Scott Alexander,106,"Biography,Crime,Drama"
Big Eyes,2014,7.0,70693,Tim Burton,Larry Karaszewski,106,"Biography,Crime,Drama"
Frank,2014,7.0,65935,Lenny Abrahamson,Jon Ronson,95,"Comedy,Drama,Music"
Frank,2014,7.0,65935,Lenny Abrahamson,Peter Straughan,95,"Comedy,Drama,Music"
Million Dollar Arm,2014,7.0,39418,Craig Gillespie,Tom McCarthy,124,"Biography,Drama,Sport"
A Most Violent Year,2014,7.0,55283,J.C. Chandor,J.C. Chandor,125,"Crime,Drama,Thriller"
Dead Snow 2: Red vs. Dead,2014,6.9,19083,Tommy Wirkola,Vegar Hoel,100,"Action,Comedy,Horror"
Dead Snow 2: Red vs. Dead,2014,6.9,19083,Tommy Wirkola,Tommy Wirkola,100,"Action,Comedy,Horror"
Dead Snow 2: Red vs. Dead,2014,6.9,19083,Tommy Wirkola,Stig Frode Henriksen,100,"Action,Comedy,Horror"
2 States,2014,6.9,20520,Abhishek Varman,Chetan Bhagat,149,"Comedy,Drama,Romance"
2 States,2014,6.9,20520,Abhishek Varman,Hussain Dalal,149,"Comedy,Drama,Romance"
2 States,2014,6.9,20520,Abhishek Varman,Abhishek Varman,149,"Comedy,Drama,Romance"
Beyond the Lights,2014,6.9,13233,Gina Prince-Bythewood,Gina Prince-Bythewood,116,"Drama,Music,Romance"
It Follows,2014,6.9,160190,David Robert Mitchell,David Robert Mitchell,100,"Horror,Mystery"
Suite Française,2014,6.9,16968,Saul Dibb,Saul Dibb,107,"Drama,Romance,War"
Suite Française,2014,6.9,16968,Saul Dibb,Matt Charman,107,"Drama,Romance,War"
Suite Française,2014,6.9,16968,Saul Dibb,Irène Némirovsky,107,"Drama,Romance,War"
Camp X-Ray,2014,6.9,34772,Peter Sattler,Peter Sattler,117,"Drama,War"
What We Did on Our Holiday,2014,6.9,15311,Guy Jenkin,Guy Jenkin,95,"Comedy,Drama"
What We Did on Our Holiday,2014,6.9,15311,Andy Hamilton,Guy Jenkin,95,"Comedy,Drama"
What We Did on Our Holiday,2014,6.9,15311,Guy Jenkin,Andy Hamilton,95,"Comedy,Drama"
What We Did on Our Holiday,2014,6.9,15311,Andy Hamilton,Andy Hamilton,95,"Comedy,Drama"
White God,2014,6.9,12694,Kornél Mundruczó,Viktória Petrányi,121,"Drama,Fantasy,Horror"
White God,2014,6.9,12694,Kornél Mundruczó,Kornél Mundruczó,121,"Drama,Fantasy,Horror"
White God,2014,6.9,12694,Kornél Mundruczó,Kata Wéber,121,"Drama,Fantasy,Horror"
Hasee Toh Phasee,2014,6.9,11734,Vinil Mathew,Vinil Mathew,141,"Comedy,Romance"
Hasee Toh Phasee,2014,6.9,11734,Vinil Mathew,Harshavardhan Kulkarni,141,"Comedy,Romance"
Hasee Toh Phasee,2014,6.9,11734,Vinil Mathew,Anurag Kashyap,141,"Comedy,Romance"
Hasee Toh Phasee,2014,6.9,11734,Vinil Mathew,Purva Naresh,141,"Comedy,Romance"
Get on Up,2014,6.9,18023,Tate Taylor,John-Henry Butterworth,139,"Biography,Drama,Music"
Get on Up,2014,6.9,18023,Tate Taylor,Steven Baigelman,139,"Biography,Drama,Music"
Get on Up,2014,6.9,18023,Tate Taylor,Jez Butterworth,139,"Biography,Drama,Music"
The Skeleton Twins,2014,6.8,35176,Craig Johnson,Craig Johnson,93,"Comedy,Drama,Romance"
The Skeleton Twins,2014,6.8,35176,Craig Johnson,Mark Heyman,93,"Comedy,Drama,Romance"
Comet,2014,6.8,15041,Sam Esmail,Sam Esmail,91,"Comedy,Drama,Romance"
The Babadook,2014,6.8,151608,Jennifer Kent,Jennifer Kent,93,"Drama,Horror"
Jersey Boys,2014,6.8,28480,Clint Eastwood,Marshall Brickman,134,"Biography,Drama,Music"
